Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-88522560,Edward,Rogers,Female,New York,Rochester,Bachelor,10/6/1986,5/9/2015,,Operations,Logistics Coordinator,"$61,402.00",Good
00-96300248,Ryan,King,Male,New York,New York City,Bachelor,10/3/1985,14/10/2017,,Marketing,Content Creator,"$60,925.00",Satisfactory
00-40291991,Karen,Martin,Male,Michigan,Warren,High School,17/03/2004,10/4/2019,,Customer Service,Customer Service Representative,"$59,689.00",Good
00-91027620,Bailey,Jackson,Male,New York,Rochester,Bachelor,10/1/1995,4/6/2016,,Marketing,Marketing Coordinator,"$65,535.00",Satisfactory
00-12909691,Donna,Hill,Male,Michigan,Grand Rapids,High School,8/6/1976,20/04/2017,,Marketing,Content Creator,"$66,406.00",Good
00-55847650,Dawn,Miller,Male,New York,New York City,Bachelor,6/7/1984,18/02/2019,,Operations,Logistics Coordinator,"$62,508.00",Good
00-34723692,Craig,Page,Female,New York,Buffalo,High School,11/6/1998,11/7/2023,,Customer Service,Support Specialist,"$57,875.00",Excellent
00-47684709,Kim,Payne,Female,West Virginia,Morgantown,Bachelor,24/06/1964,1/2/2022,,Marketing,Marketing Coordinator,"$58,522.00",Satisfactory
00-59454698,Amanda,Ford,Male,New York,Buffalo,High School,15/05/1994,1/1/2018,,Customer Service,Support Specialist,"$55,906.00",Needs Improvement
00-10329821,Mercedes,Patterson,Male,New York,New York City,Bachelor,12/9/1999,30/04/2022,,Operations,Inventory Specialist,"$57,722.00",Good
00-29143006,Jeremiah,Byrd,Female,New York,Buffalo,Bachelor,18/03/1987,3/11/2017,,Customer Service,Help Desk Technician,"$72,741.00",Good
00-56188173,Karl,Baxter,Male,New York,New York City,Master,12/3/1972,15/07/2022,,Sales,Sales Specialist,"$60,867.00",Good
00-41451618,Linda,Ramsey,Male,New York,Buffalo,High School,3/11/1982,24/07/2016,,Operations,Inventory Specialist,"$67,159.00",Good
00-94224928,Zachary,Willis,Female,Pennsylvania,Allentown,Bachelor,5/3/1985,13/06/2019,,Operations,Logistics Coordinator,"$57,031.00",Excellent
00-20129246,Amanda,Kaiser,Male,New York,Rochester,High School,1/7/1989,7/6/2017,,Customer Service,Support Specialist,"$60,439.00",Good
00-69202385,Jordan,Schroeder,Male,Michigan,Grand Rapids,Bachelor,19/04/1961,15/05/2022,,Operations,Logistics Coordinator,"$67,437.00",Needs Improvement
00-11724501,Melanie,Velasquez,Female,Michigan,Grand Rapids,High School,13/06/1976,17/01/2023,,Customer Service,Customer Service Representative,"$60,658.00",Needs Improvement
00-49689300,Hunter,Martin,Male,Michigan,Warren,High School,4/3/1984,7/12/2024,,HR,Recruiter,"$60,573.00",Excellent
00-92447104,Nathan,Gonzalez,Male,Michigan,Detroit,Bachelor,17/08/1980,19/10/2022,,Sales,Sales Representative,"$79,999.00",Good
00-99936616,Joshua,Pham,Male,Michigan,Detroit,Bachelor,12/1/1976,14/03/2019,,Operations,Operations Analyst,"$95,582.00",Satisfactory
00-66468105,John,Johnson,Male,New York,Buffalo,High School,21/07/1985,3/10/2022,,Operations,Inventory Specialist,"$58,257.00",Good
00-56251543,Richard,Collins,Male,Pennsylvania,Allentown,PhD,29/11/1992,16/10/2017,,Sales,Sales Consultant,"$83,982.00",Good
00-66115154,Stephanie,Coleman,Male,New York,Buffalo,Bachelor,12/4/1993,15/11/2016,,Customer Service,Help Desk Technician,"$79,783.00",Good
00-87242120,Sonya,Crawford,Male,North Carolina,Greensboro,Master,10/12/1983,9/2/2017,,Operations,Operations Analyst,"$83,366.00",Satisfactory
00-96973489,Jennifer,May,Male,New York,New York City,High School,14/12/1983,16/07/2018,,IT,IT Support Specialist,"$67,022.00",Good
00-64597014,Paul,Archer,Male,Michigan,Grand Rapids,Master,5/12/1969,20/03/2022,,IT,Software Developer,"$84,710.00",Satisfactory
00-18036166,Frank,Key,Male,Virginia,Norfolk,High School,27/12/1976,20/03/2017,,Customer Service,Support Specialist,"$67,409.00",Good
00-25284337,Daniel,Griffin,Female,New York,Buffalo,Bachelor,2/7/1992,18/11/2019,,IT,Software Developer,"$78,653.00",Good
00-69297263,Brittany,Munoz,Male,New York,New York City,Bachelor,19/12/1988,20/01/2015,,HR,Recruiter,"$80,165.00",Satisfactory
00-74132366,Christopher,Aguirre,Male,New York,New York City,Bachelor,10/1/1974,13/01/2021,,Customer Service,Help Desk Technician,"$84,844.00",Excellent
00-43027552,Shawna,Clark,Male,Michigan,Detroit,Bachelor,13/08/1988,23/12/2017,,Sales,Sales Representative,"$72,227.00",Satisfactory
00-75269328,Sharon,Li,Female,New York,Rochester,Bachelor,8/6/1984,3/4/2016,,IT,Software Developer,"$75,386.00",Good
00-30845672,Daniel,Vaughn,Female,New York,Buffalo,Bachelor,11/9/1989,17/10/2016,,Operations,Inventory Specialist,"$54,988.00",Good
00-95330116,Corey,Carson,Female,Ohio,Cleveland,High School,31/03/1995,22/10/2020,,Operations,Inventory Specialist,"$53,094.00",Satisfactory
00-78803866,Denise,Perry,Female,New York,Rochester,Bachelor,7/5/1978,31/10/2018,,Marketing,Content Creator,"$57,612.00",Good
00-21245841,Kara,Wilkerson,Female,New York,Rochester,Master,23/10/1990,21/10/2016,,IT,System Administrator,"$97,164.00",Excellent
00-51818089,Paul,Ho,Male,New York,Buffalo,Bachelor,3/2/2003,23/10/2017,,Operations,Logistics Coordinator,"$61,075.00",Satisfactory
00-42862031,Vanessa,Kelly,Male,New York,New York City,High School,8/7/1984,5/10/2019,,HR,HR Assistant,"$60,417.00",Satisfactory
00-42971677,Christina,Potter,Male,New York,Buffalo,Bachelor,21/10/1962,20/01/2020,,Finance,Financial Analyst,"$76,522.00",Good
00-29931688,Jennifer,Green,Male,Michigan,Warren,Bachelor,24/05/2002,14/08/2023,,Operations,Operations Analyst,"$92,057.00",Satisfactory
00-19817970,Deborah,Bruce,Male,North Carolina,Charlotte,High School,27/08/1987,5/9/2017,,Customer Service,Support Specialist,"$64,007.00",Satisfactory
00-56248692,Steven,Warren,Male,New York,Rochester,Bachelor,26/12/1975,2/12/2020,,Operations,Logistics Coordinator,"$65,471.00",Good
00-61015999,Michael,Smith,Female,New York,Rochester,Bachelor,14/12/1990,16/02/2018,,Operations,Inventory Specialist,"$64,171.00",Satisfactory
00-74256437,Chase,Mullen,Male,New York,Buffalo,Bachelor,8/7/1990,13/05/2022,,Sales,Sales Representative,"$71,379.00",Good
00-44608672,Jeffrey,Moreno,Female,New York,New York City,High School,30/10/1989,1/10/2016,,IT,IT Support Specialist,"$60,437.00",Good
00-37072445,David,Kennedy,Female,Virginia,Richmond,Bachelor,8/12/1979,6/3/2023,,HR,HR Coordinator,"$57,951.00",Needs Improvement
00-55969372,Angela,Lowe,Female,Illinois,Naperville,Bachelor,24/11/1995,21/11/2020,,Customer Service,Support Specialist,"$54,060.00",Good
00-80302293,Scott,Garner,Male,New York,Rochester,Bachelor,23/02/2003,3/7/2017,,Operations,Inventory Specialist,"$66,185.00",Good
00-46881809,Devin,Mcdonald,Male,North Carolina,Charlotte,Bachelor,19/12/1974,23/10/2022,,Customer Service,Help Desk Technician,"$79,601.00",Satisfactory
00-62054365,Brian,Perez,Male,New York,Rochester,Bachelor,5/3/1972,13/02/2023,,Customer Service,Support Specialist,"$60,675.00",Satisfactory
00-67441199,Sonia,Rodriguez,Male,New York,Rochester,Master,8/10/1998,11/1/2019,,IT,Software Developer,"$100,321.00",Satisfactory
00-69742517,Angela,Hunt,Male,Pennsylvania,Pittsburgh,Bachelor,28/06/1975,30/10/2023,,IT,IT Support Specialist,"$66,043.00",Good
00-59499531,Christina,Daugherty,Male,Michigan,Warren,Bachelor,15/12/1975,1/3/2016,,Marketing,Content Creator,"$71,859.00",Satisfactory
00-34572406,David,Harris,Male,New York,Rochester,High School,7/4/2001,19/08/2024,,Customer Service,Customer Service Representative,"$59,115.00",Satisfactory
00-39609418,Natasha,Chapman,Female,New York,Buffalo,Bachelor,15/02/1997,29/05/2024,,Marketing,Marketing Coordinator,"$62,060.00",Satisfactory
00-59047374,John,Henry,Female,New York,Rochester,Bachelor,9/10/1994,16/02/2022,,Customer Service,Support Specialist,"$58,126.00",Excellent
00-61795004,Amanda,Washington,Male,New York,New York City,High School,21/05/1992,22/11/2021,,Operations,Inventory Specialist,"$65,808.00",Excellent
00-80992433,Jeremy,West,Male,Virginia,Virginia Beach,Bachelor,4/11/1992,12/6/2019,,Operations,Operations Analyst,"$61,496.00",Satisfactory
00-67158027,Anita,Rodriguez,Female,New York,New York City,High School,21/05/1961,17/12/2017,,IT,IT Support Specialist,"$57,297.00",Needs Improvement
00-87545140,Adam,Yates,Male,Michigan,Grand Rapids,High School,11/1/1978,1/8/2017,,Customer Service,Help Desk Technician,"$75,648.00",Excellent
00-26148236,Alexis,Sharp,Male,New York,New York City,Bachelor,11/6/1970,2/8/2015,,Marketing,Marketing Coordinator,"$72,591.00",Good
00-28534098,Michael,Bell,Female,North Carolina,Greensboro,Bachelor,8/10/1969,3/12/2018,,Customer Service,Customer Service Representative,"$57,359.00",Satisfactory
00-27396478,Tara,Johnson,Female,New York,New York City,High School,23/01/1961,6/3/2024,,Customer Service,Support Specialist,"$63,222.00",Good
00-61415792,Denise,Caldwell,Female,New York,Buffalo,High School,7/6/1998,23/04/2020,,Customer Service,Support Specialist,"$56,196.00",Good
00-24744772,James,Tate,Male,Michigan,Detroit,Bachelor,5/2/1980,24/03/2017,,Operations,Inventory Specialist,"$66,927.00",Good
00-66599806,Nancy,Maynard,Female,New York,Buffalo,High School,9/1/2000,5/3/2022,,Marketing,Content Creator,"$53,646.00",Satisfactory
00-76060625,Tara,Martinez,Female,New York,Rochester,Bachelor,20/10/1988,16/08/2017,,IT,IT Support Specialist,"$64,188.00",Satisfactory
00-52892856,Benjamin,Holder,Female,New York,Buffalo,Bachelor,1/10/1989,22/08/2022,,Customer Service,Support Specialist,"$60,696.00",Good
00-88424329,Elizabeth,Reyes,Female,New York,Rochester,Bachelor,27/10/1981,17/05/2023,,IT,Software Developer,"$102,655.00",Excellent
00-46143610,Melanie,Green,Female,New York,New York City,PhD,15/03/1967,16/09/2023,,IT,IT Manager,"$109,382.00",Good
00-87246064,Thomas,Price,Male,North Carolina,Raleigh,Bachelor,27/12/2002,20/06/2016,,Customer Service,Help Desk Technician,"$68,720.00",Good
00-98146576,Evelyn,Kelly,Male,New York,Rochester,Bachelor,19/12/2003,19/06/2018,,Operations,Logistics Coordinator,"$65,715.00",Good
00-29776212,Christine,Wilson,Male,New York,New York City,Master,15/03/1977,13/08/2023,,Sales,Sales Consultant,"$89,929.00",Excellent
00-71937331,Melissa,Rocha,Male,New York,Rochester,Master,26/07/1974,21/05/2020,,Sales,Sales Consultant,"$68,352.00",Good
00-99674912,Heidi,Ayers,Male,Michigan,Detroit,Bachelor,19/10/1997,25/02/2022,,Operations,Logistics Coordinator,"$61,056.00",Needs Improvement
00-56290206,Christopher,Brown,Male,New York,New York City,Bachelor,26/11/1996,14/02/2024,,Customer Service,Customer Service Representative,"$71,209.00",Satisfactory
00-72228848,Mary,Kline,Male,Michigan,Detroit,Bachelor,1/8/1969,16/11/2023,,Marketing,SEO Specialist,"$70,117.00",Excellent
00-25598434,Dustin,Jones,Female,New York,New York City,Bachelor,14/12/1992,6/7/2023,,Operations,Logistics Coordinator,"$58,715.00",Good
00-97971567,Sarah,Robinson,Male,Michigan,Grand Rapids,Bachelor,7/6/1977,21/05/2016,,Operations,Inventory Specialist,"$72,720.00",Good
00-40894000,Brandon,Everett,Female,New York,Buffalo,Master,29/05/1983,12/11/2021,,Sales,Sales Specialist,"$59,647.00",Satisfactory
00-22563750,Deborah,Wang,Female,North Carolina,Raleigh,Bachelor,27/11/1975,13/12/2017,,Sales,Sales Representative,"$66,253.00",Good
00-29329805,Kimberly,Campbell,Female,New York,New York City,Master,24/07/1992,24/03/2023,,Sales,Sales Specialist,"$83,327.00",Satisfactory
00-96584886,Jacqueline,Neal,Male,New York,Buffalo,High School,26/02/1976,29/08/2022,,Operations,Inventory Specialist,"$60,305.00",Good
00-17529652,Amanda,Walker,Male,New York,Buffalo,Bachelor,30/11/1983,23/02/2024,,Sales,Sales Consultant,"$99,649.00",Satisfactory
00-46202036,Keith,Wyatt,Female,New York,New York City,Bachelor,24/07/1984,15/07/2018,,Operations,Logistics Coordinator,"$62,793.00",Good
00-75530149,Cameron,Johnson,Female,North Carolina,Raleigh,Bachelor,10/4/1977,28/04/2019,,Operations,Logistics Coordinator,"$63,845.00",Needs Improvement
00-11577154,Roberta,Rodgers,Male,Michigan,Detroit,Bachelor,26/05/1979,22/08/2019,,Operations,Inventory Specialist,"$70,889.00",Good
00-39488936,Lisa,Jones,Male,New York,New York City,Bachelor,2/3/1961,7/1/2022,,Sales,Sales Representative,"$76,631.00",Satisfactory
00-36905453,Leslie,Perez,Male,Illinois,Chicago,High School,27/01/2004,27/02/2015,,Customer Service,Customer Service Representative,"$63,476.00",Good
00-30340520,Craig,Buck,Female,New York,New York City,Bachelor,26/12/1983,27/05/2015,,Customer Service,Help Desk Technician,"$71,944.00",Satisfactory
00-79523757,Thomas,Diaz,Female,New York,Rochester,Bachelor,7/7/1997,10/11/2017,,Operations,Operations Analyst,"$73,706.00",Good
00-62035978,Jennifer,Hays,Male,Michigan,Grand Rapids,Bachelor,10/2/1981,29/09/2023,,Operations,Logistics Coordinator,"$71,908.00",Good
00-37459975,Kelly,Marquez,Male,Ohio,Columbus,PhD,8/2/1993,5/4/2024,,Finance,Financial Analyst,"$70,484.00",Excellent
00-70580360,Jerry,Parrish,Female,Illinois,Aurora,Master,24/04/2000,27/08/2022,,Sales,Sales Consultant,"$87,045.00",Satisfactory
00-78385115,Michelle,Hall,Female,North Carolina,Raleigh,High School,14/09/1999,2/8/2017,,Marketing,Content Creator,"$58,498.00",Good
00-91235551,Christopher,Smith,Male,New York,Rochester,Bachelor,14/11/1980,7/1/2019,,Operations,Inventory Specialist,"$60,198.00",Good
00-95649359,Lori,Gilmore,Male,Michigan,Warren,PhD,23/07/1982,17/04/2016,,Finance,Financial Analyst,"$94,489.00",Needs Improvement
00-11171326,Rhonda,Fisher,Female,New York,New York City,Bachelor,25/01/1978,26/10/2023,,IT,System Administrator,"$96,126.00",Good
00-43983200,Victoria,Henry,Female,Ohio,Columbus,Bachelor,8/8/1989,15/11/2021,,Customer Service,Support Specialist,"$60,526.00",Satisfactory
00-90449296,Lindsey,Cobb,Male,New York,Buffalo,Master,18/11/1987,29/11/2017,,Sales,Sales Specialist,"$64,995.00",Good
00-66278367,Susan,Flores,Male,New York,Buffalo,Bachelor,14/08/1966,6/4/2017,,Customer Service,Help Desk Technician,"$66,970.00",Satisfactory
00-16979130,Andrea,Flores,Male,New York,Buffalo,Bachelor,8/10/1973,24/10/2016,,Customer Service,Support Specialist,"$59,137.00",Satisfactory
00-45104776,Robin,Rodriguez,Male,New York,Buffalo,PhD,4/11/1969,1/8/2021,,Sales,Sales Consultant,"$82,729.00",Good
00-38876806,Kaylee,Bullock,Male,New York,New York City,Bachelor,11/9/1965,19/12/2018,,Customer Service,Support Specialist,"$62,756.00",Excellent
00-10122731,Travis,Aguirre,Female,Ohio,Cleveland,Master,31/05/1969,22/02/2016,,Operations,Operations Analyst,"$79,145.00",Excellent
00-62546836,Jim,Watson,Female,New York,Buffalo,Bachelor,22/11/1989,6/8/2016,,Operations,Logistics Coordinator,"$60,824.00",Excellent
00-81215433,Tyler,Garcia,Male,New York,New York City,Bachelor,11/12/2002,21/05/2022,,Customer Service,Customer Service Representative,"$65,764.00",Good
00-18054992,Jordan,Bennett,Male,Michigan,Warren,Bachelor,19/08/2001,30/12/2020,,Sales,Sales Representative,"$79,912.00",Good
00-80319709,Danielle,Farmer,Male,New York,Buffalo,Bachelor,2/3/1980,12/11/2022,,Sales,Sales Consultant,"$88,061.00",Satisfactory
00-14794568,Carmen,Martin,Male,New York,Rochester,Bachelor,2/3/1970,13/10/2017,,Sales,Sales Consultant,"$77,672.00",Satisfactory
00-18220986,Patrick,Hernandez,Male,Pennsylvania,Allentown,High School,25/02/1992,2/11/2017,,Operations,Inventory Specialist,"$54,892.00",Needs Improvement
00-18573074,Kelly,Chang,Male,New York,Buffalo,Bachelor,24/03/1973,24/11/2018,,IT,Software Developer,"$111,621.00",Good
00-55624694,Vicki,Ingram,Female,New York,New York City,PhD,5/6/1986,13/06/2016,,Sales,Sales Specialist,"$68,288.00",Good
00-54315034,Kendra,Mcdonald,Female,North Carolina,Raleigh,Bachelor,18/12/1974,15/01/2017,,Operations,Logistics Coordinator,"$55,096.00",Excellent
00-23828160,Michael,Alexander,Male,New York,Buffalo,Bachelor,19/08/1995,11/1/2017,,IT,IT Support Specialist,"$58,942.00",Excellent
00-74063707,Steven,Brown,Male,New York,New York City,High School,13/06/1993,14/07/2018,,Marketing,Content Creator,"$63,706.00",Satisfactory
00-77872004,Steven,Ward,Female,New York,Buffalo,Bachelor,19/03/1990,9/11/2015,,Customer Service,Support Specialist,"$56,213.00",Satisfactory
00-95786832,Joseph,Pearson,Female,New York,New York City,Master,27/10/1984,26/07/2015,,Sales,Sales Manager,"$118,385.00",Good
00-52649180,Wanda,Goodwin,Male,New York,Buffalo,Master,14/01/1988,6/7/2018,,Sales,Sales Specialist,"$52,966.00",Satisfactory
00-75371853,Elizabeth,Brown,Female,Michigan,Grand Rapids,Bachelor,13/11/1988,7/2/2023,,HR,HR Assistant,"$64,479.00",Satisfactory
00-45200483,Tommy,Parker,Female,New York,New York City,Bachelor,3/5/1979,30/03/2015,,IT,IT Support Specialist,"$61,986.00",Satisfactory
00-30772573,Alyssa,Parsons,Female,Pennsylvania,Allentown,Master,13/12/1966,12/12/2023,,IT,Software Developer,"$103,925.00",Satisfactory
00-64331127,Scott,Nicholson,Male,Michigan,Grand Rapids,Bachelor,16/03/1994,23/11/2023,,Marketing,Marketing Coordinator,"$60,055.00",Needs Improvement
00-84994765,Kevin,Bradford,Male,New York,Rochester,Bachelor,12/1/1985,2/10/2021,,Operations,Inventory Specialist,"$72,618.00",Satisfactory
00-23801703,Stephen,White,Female,New York,New York City,Bachelor,6/1/1997,20/01/2019,,Sales,Sales Representative,"$63,621.00",Good
00-79250561,Fernando,Thompson,Female,New York,Rochester,Bachelor,24/01/2003,10/4/2024,,Sales,Sales Representative,"$67,911.00",Satisfactory
00-79438761,Kaylee,Foster,Male,New York,Rochester,Bachelor,1/1/2002,24/07/2024,,IT,System Administrator,"$86,260.00",Good
00-86336362,Richard,Hernandez,Male,Michigan,Detroit,High School,16/10/1981,24/06/2020,,Customer Service,Support Specialist,"$66,140.00",Satisfactory
00-57814776,Jacob,Black,Male,New York,New York City,Bachelor,4/7/1967,26/04/2020,,Operations,Logistics Coordinator,"$73,599.00",Satisfactory
00-37107234,Wendy,West,Female,New York,Buffalo,High School,29/01/1982,16/06/2022,,Customer Service,Customer Service Representative,"$53,061.00",Excellent
00-18814465,John,Smith,Male,New York,Buffalo,Bachelor,1/9/1975,11/9/2019,,Marketing,Marketing Coordinator,"$76,250.00",Good
00-53063432,Patricia,Vega,Female,New York,Rochester,Bachelor,6/10/2003,25/02/2023,,Sales,Sales Representative,"$53,724.00",Good
00-37833987,Timothy,Jones,Female,Michigan,Detroit,Bachelor,12/9/1975,21/11/2018,,Operations,Inventory Specialist,"$59,234.00",Good
00-96385726,Jasmine,Hahn,Male,New York,Buffalo,High School,15/01/1999,21/03/2020,,Operations,Inventory Specialist,"$62,608.00",Satisfactory
00-66637467,Jessica,Rasmussen,Female,New York,Buffalo,Bachelor,24/12/1987,5/6/2018,,Customer Service,Support Specialist,"$58,100.00",Good
00-83206688,Thomas,Holt,Male,North Carolina,Raleigh,Bachelor,12/8/2000,20/05/2018,,Customer Service,Customer Service Representative,"$62,851.00",Good
00-43214205,Cassandra,Robinson,Female,New York,Rochester,Bachelor,31/10/1993,24/07/2020,,Operations,Inventory Specialist,"$62,088.00",Good
00-78340964,Ryan,Gordon,Female,Michigan,Detroit,Bachelor,20/11/1961,4/7/2017,,Operations,Logistics Coordinator,"$58,805.00",Excellent
00-63711215,Catherine,Russell,Male,New York,Buffalo,High School,6/5/1989,18/09/2022,,Customer Service,Support Specialist,"$65,732.00",Satisfactory
